"UID","OrganizationIdentifier","OrganizationFormalName","ProviderName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","IR_FLAG","IR_COMMENT","IR_MLID","IR_MLNAME","ASSESS_ID","AU_NAME","AU_Type","Water_Type","R317Descrp","ss_R317Descrp","BEN_CLASS","MLID_Count","Lat_Count","Long_Count","sites100m_count","LatitudeMeasure","LongitudeMeasure","IR_Lat","IR_Long","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ValidationType"
1029,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951155","Orderville Gulch at County Rd Xing","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4951155","Orderville Gulch at County Rd Xing","UT15010008-015_00","North Fork Virgin River-1","River/Stream","River / Stream","North Fork Virgin River and tributaries",NA,"1C,2A,3A,4",1,1,1,0,37.346918718,-112.824199555,37.346918718,-112.824199555,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1030,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951200","VIRGIN R BL ZION NARROWS","River/Stream",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT15010008-015_00","North Fork Virgin River-1","River/Stream","River / Stream","North Fork Virgin River and tributaries",NA,"1C,2A,3A,4",1,1,1,1,37.28481633,-112.948860744,NA,NA,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,53,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1031,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951260","North Fk Virgin R at North Fork Rd","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4951260","North Fk Virgin R at North Fork Rd","UT15010008-013_00","North Fork Virgin River-2","River/Stream","River / Stream","North Fork Virgin River and tributaries",NA,"1C,2A,3A,4",1,1,1,0,37.39025855,-112.825498037,37.39025855,-112.825498037,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1032,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951265","N FK VIRGIN R AT WSA BNDRY","River/Stream",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT15010008-013_00","North Fork Virgin River-2","River/Stream","River / Stream","North Fork Virgin River and tributaries",NA,"1C,2A,3A,4",1,1,1,2,37.370983656,-112.88276935,NA,NA,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1033,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951266","N FK VIRGIN R AB CNFL/ BAPTISM RIVER","River/Stream","Blind Duplicate of 4951265","REJECT","Automatically flagged for rejection","REJECT","REJECT","UT15010008-013_00","North Fork Virgin River-2","River/Stream","River / Stream","North Fork Virgin River and tributaries",NA,"1C,2A,3A,4",NA,NA,NA,NA,37.370983656,-112.88276935,NA,NA,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1034,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951268","N FK VIRGIN RIVER AT ROAD END 1 MILE ABOVE WSA BNDRY","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4951268","N FK VIRGIN RIVER AT ROAD END 1 MILE ABOVE WSA BNDRY","UT15010008-013_00","North Fork Virgin River-2","River/Stream","River / Stream","North Fork Virgin River and tributaries",NA,"1C,2A,3A,4",1,1,1,0,37.372486161,-112.87328717,37.372486161,-112.87328717,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1035,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951421","East Fk Virgin R bl Mineral Gulch","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4951421","East Fk Virgin R bl Mineral Gulch","UT15010008-018_00","East Fork Virgin-1","River/Stream","River / Stream","Virgin River and tributaries, from the Quail Creek diversion to headwaters, except as listed below",NA,"1C,2B,3C,4",1,1,1,0,37.173373478,-112.80088169,37.173373478,-112.80088169,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1036,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951550","E FK VIRGIN R AT US89 S MT CARMEL JCT","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4951550","E FK VIRGIN R AT US89 S MT CARMEL JCT","UT15010008-018_00","East Fork Virgin-1","River/Stream","River / Stream","Virgin River and tributaries, from the Quail Creek diversion to headwaters, except as listed below",NA,"1C,2B,3C,4",1,1,1,0,37.222484287,-112.680767259,37.222484287,-112.680767259,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1037,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951780","John R Canyon ab Kanab Ck","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4951780","John R Canyon ab Kanab Ck","UT15010003-002_00","Kanab Creek-1","River/Stream","River / Stream","Kanab Creek and tributaries, from state line to irrigation diversion at confluence with Reservoir Canyon",NA,"2B,3C,4",1,1,1,0,37.147732161,-112.537206532,37.147732161,-112.537206532,15010003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1038,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951800","Tiny Canyon ab cnfl/ Kanab Creek","River/Stream",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT15010003-002_00","Kanab Creek-1","River/Stream","River / Stream","Kanab Creek and tributaries, from state line to irrigation diversion at confluence with Reservoir Canyon",NA,"2B,3C,4",1,1,1,1,37.099982213,-112.548765166,NA,NA,15010003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1039,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951810","KANAB CK AT US89 XING","River/Stream",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT15010003-002_00","Kanab Creek-1","River/Stream","River / Stream","Kanab Creek and tributaries, from state line to irrigation diversion at confluence with Reservoir Canyon",NA,"2B,3C,4",1,1,1,1,37.100816316,-112.547701888,NA,NA,15010003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1040,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951820","Hog Canyon above Kanab Ck","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4951820","Hog Canyon above Kanab Ck","UT15010003-002_00","Kanab Creek-1","River/Stream","River / Stream","Kanab Creek and tributaries, from state line to irrigation diversion at confluence with Reservoir Canyon",NA,"2B,3C,4",1,1,1,0,37.080819386,-112.533536721,37.080819386,-112.533536721,15010003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1041,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951830","KANAB CK AT FALLS XING E OF GLENDALE","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4951830","KANAB CK AT FALLS XING E OF GLENDALE","UT15010003-003_00","Kanab Creek-2","River/Stream","River / Stream","Kanab Creek and tributaries, from state line to irrigation diversion at confluence with Reservoir Canyon",NA,"2B,3C,4",1,1,1,0,37.291098272,-112.492704861,37.291098272,-112.492704861,15010003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1042,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951850","PARIA R AT US89 XING","River/Stream",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT14070007-005_00","Paria River-3","River/Stream","River / Stream","Paria River and tributaries, from state line to headwaters",NA,"2B,3C,4",1,1,1,1,37.107486267,-111.906848298,NA,NA,14070007,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1043,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951855","Sheep Ck bl Spring in Bryce Cyn NP","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4951855","Sheep Ck bl Spring in Bryce Cyn NP","UT14070007-002_00","Paria River-2","River/Stream","River / Stream","Paria River and tributaries, from state line to headwaters",NA,"2B,3C,4",1,1,1,0,37.571367961,-112.201029741,37.571367961,-112.201029741,14070007,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1044,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951870","PARIA R AT U12 XING","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4951870","PARIA R AT U12 XING","UT14070007-001_00","Paria River-1","River/Stream","River / Stream","Paria River and tributaries, from state line to headwaters",NA,"2B,3C,4",1,1,1,0,37.567487732,-112.051298439,37.567487732,-112.051298439,14070007,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1045,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951890","HENRIEVILLE WASH 3 MI E OF CANNONVILLE","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4951890","HENRIEVILLE WASH 3 MI E OF CANNONVILLE","UT14070007-001_00","Paria River-1","River/Stream","River / Stream","Paria River and tributaries, from state line to headwaters",NA,"2B,3C,4",1,1,1,0,37.557488081,-111.992409587,37.557488081,-111.992409587,14070007,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1046,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951915","MOSSY CAVE SPRING NW OF TROPIC","Spring",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4951915","MOSSY CAVE SPRING NW OF TROPIC","UT14070007-001_00","Paria River-1","River/Stream","River / Stream","Paria River and tributaries, from state line to headwaters",NA,"2B,3C,4",1,1,1,0,37.66456283,-112.115614212,37.66456283,-112.115614212,14070007,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1047,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951940","Kanab Ck at County Rd Xing BL Alton","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4951940","Kanab Ck at County Rd Xing BL Alton","UT15010003-003_00","Kanab Creek-2","River/Stream","River / Stream","Kanab Creek and tributaries, from state line to irrigation diversion at confluence with Reservoir Canyon",NA,"2B,3C,4",1,1,1,0,37.419389764,-112.467562195,37.419389764,-112.467562195,15010003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1048,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4952370","COLORADO R AB DARK CANYON","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4952370","COLORADO R AB DARK CANYON","UT14070001-003_00","Colorado River-2","River/Stream","River / Stream","Colorado River and tributaries, from Lake Powell to state line except as listed below",NA,"1C,2A,3B,4",1,1,1,0,37.89776768,-110.205138958,37.89776768,-110.205138958,14070001,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1049,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4952380","COLORADO R. BL BIG DROP #3 RAPIDS","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4952380","COLORADO R. BL BIG DROP #3 RAPIDS","UT14070001-003_00","Colorado River-2","River/Stream","River / Stream","Colorado River and tributaries, from Lake Powell to state line except as listed below",NA,"1C,2A,3B,4",1,1,1,0,38.070817047,-110.047071385,38.070817047,-110.047071385,14070001,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1050,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4952400","COLORADO R AB CNFL / GREEN R","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4952400","COLORADO R AB CNFL / GREEN R","UT14030005-003_00","Colorado River-3","River/Stream","River / Stream","Colorado River and tributaries, from Lake Powell to state line except as listed below",NA,"1C,2A,3B,4",1,1,1,0,38.192485903,-109.884566727,38.192485903,-109.884566727,14030005,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1051,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4952940","SAN JUAN R AB LAKE POWELL","River/Stream",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT-L-14070006-001_00","Lake Powell","Reservoir/Lake","Lake / Reservoir","Lake Powell (Utah portion)",NA,"1C,2A,3B,4",NA,NA,NA,NA,37.294157998,-110.406798156,NA,NA,14080205,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1052,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4952942","San Juan River at Clay Hills boat ramp","River/Stream",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT-L-14070006-001_00","Lake Powell","Reservoir/Lake","Lake / Reservoir","Lake Powell (Utah portion)",NA,"1C,2A,3B,4",NA,NA,NA,NA,37.293008,-110.399621,NA,NA,14080205,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1053,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953000","SAN JUAN R AT MEXICAN HAT US163 XING","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4953000","SAN JUAN R AT MEXICAN HAT US163 XING","UT14080205-001_00","San Juan River-1","River/Stream","River / Stream","San Juan River and Tributaries, from Lake Powell to state line except As listed below:",NA,"1C,2A,3B,4",1,1,1,0,37.146948025,-109.853671977,37.146948025,-109.853671977,14080205,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1054,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953020","Chinle Creek above confluence with San Juan River","River/Stream",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT14080204-001_00","Chinle Creek","River/Stream","River / Stream","San Juan River and Tributaries, from Lake Powell to state line except As listed below:",NA,"1C,2A,3B,4",NA,NA,NA,NA,37.1998,-109.7141,NA,NA,14080204,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1055,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953173","FISH CK 1 MI AB CANYON MOUTH","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4953173","FISH CK 1 MI AB CANYON MOUTH","UT14080201-011_00","Comb Wash","River/Stream","River / Stream","San Juan River and Tributaries, from Lake Powell to state line except As listed below:",NA,"1C,2A,3B,4",1,1,1,0,37.388753444,-109.68962995,37.388753444,-109.68962995,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1056,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953176","FISH CK 3 MI AB CANYON MOUTH","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4953176","FISH CK 3 MI AB CANYON MOUTH","UT14080201-011_00","Comb Wash","River/Stream","River / Stream","San Juan River and Tributaries, from Lake Powell to state line except As listed below:",NA,"1C,2A,3B,4",1,1,1,0,37.402641852,-109.724988331,37.402641852,-109.724988331,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1057,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953193","ARCH CK 1 MI AB CANYON MOUTH","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4953193","ARCH CK 1 MI AB CANYON MOUTH","UT14080201-011_00","Comb Wash","River/Stream","River / Stream","San Juan River and Tributaries, from Lake Powell to state line except As listed below:",NA,"1C,2A,3B,4",1,1,1,0,37.547526111,-109.678127565,37.547526111,-109.678127565,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1058,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953200","MULE CANYON AB CNFL / COMB WASH","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4953200","MULE CANYON AB CNFL / COMB WASH","UT14080201-011_00","Comb Wash","River/Stream","River / Stream","San Juan River and Tributaries, from Lake Powell to state line except As listed below:",NA,"1C,2A,3B,4",1,1,1,0,37.490834666,-109.658178893,37.490834666,-109.658178893,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1059,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953205","N FK MULE CYN CK AB HIGHWAY","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4953205","N FK MULE CYN CK AB HIGHWAY","UT14080201-011_00","Comb Wash","River/Stream","River / Stream","San Juan River and Tributaries, from Lake Powell to state line except As listed below:",NA,"1C,2A,3B,4",1,1,1,0,37.544353685,-109.729030487,37.544353685,-109.729030487,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1060,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953210","COMB WASH BL FISH CK","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4953210","COMB WASH BL FISH CK","UT14080201-011_00","Comb Wash","River/Stream","River / Stream","San Juan River and Tributaries, from Lake Powell to state line except As listed below:",NA,"1C,2A,3B,4",1,1,1,0,37.384163592,-109.668463446,37.384163592,-109.668463446,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1061,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953215","Mule Canyon 2 miles ab Comb Wash road xing","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4953215","Mule Canyon 2 miles ab Comb Wash road xing","UT14080201-011_00","Comb Wash","River/Stream","River / Stream","San Juan River and Tributaries, from Lake Powell to state line except As listed below:",NA,"1C,2A,3B,4",1,1,1,0,37.502664,-109.6783,37.502664,-109.6783,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1062,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953250","SAN JUAN R AT SAND ISLAND","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4953250","SAN JUAN R AT SAND ISLAND","UT14080201-009_00","San Juan River-2","River/Stream","River / Stream","San Juan River and Tributaries, from Lake Powell to state line except As listed below:",NA,"1C,2A,3B,4",1,1,1,0,37.260278628,-109.613734342,37.260278628,-109.613734342,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1063,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953253","SAN JUAN R AT SAND ISLAND (Duplicate of 4953250)","River/Stream","Duplicate of 4953250","REJECT","Automatically flagged for rejection","REJECT","REJECT","UT14080201-009_00","San Juan River-2","River/Stream","River / Stream","San Juan River and Tributaries, from Lake Powell to state line except As listed below:",NA,"1C,2A,3B,4",NA,NA,NA,NA,37.260278628,-109.613734342,NA,NA,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1064,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953320","COTTONWOOD CK AT U95 XING","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4953320","COTTONWOOD CK AT U95 XING","UT14080201-006_00","Cottonwood Wash-2","River/Stream","River / Stream","San Juan River and Tributaries, from Lake Powell to state line except As listed below:",NA,"1C,2A,3B,4",1,1,1,0,37.565831896,-109.582626353,37.565831896,-109.582626353,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1065,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953440","RECAPTURE CK AT U262 XING","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4953440","RECAPTURE CK AT U262 XING","UT14080201-005_00","Recapture Creek-1","River/Stream","River / Stream","San Juan River and Tributaries, from Lake Powell to state line except As listed below:",NA,"1C,2A,3B,4",1,1,1,0,37.419442726,-109.442893053,37.419442726,-109.442893053,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1066,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953560","MONTEZUMA CK AT U163 XING","River/Stream",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT14080203-007_00","Montezuma Creek-3","River/Stream","River / Stream","Montezuma Creek and tributaries, from U.S. Highway 191 to headwaters",NA,"1C,2B,3A,4",NA,NA,NA,NA,37.272085554,-109.327694168,NA,NA,14080203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1067,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953852","Gold King Equipment Blank","River/Stream","Equipment Blank","REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","All waters not specifically classified are presumptively classified",NA,"2B,3D",NA,NA,NA,NA,40.77413,-111.94788924,NA,NA,16020204,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1068,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953880","MC ELMO CK AT HIWAY U262 XING","River/Stream",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT14080202-001_00","McElmo Creek","River/Stream","River / Stream","San Juan River and Tributaries, from Lake Powell to state line except As listed below:",NA,"1C,2A,3B,4",NA,NA,NA,NA,37.218048396,-109.19011135,NA,NA,14080202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
